city,country,year,ntl_calibrated,ntl_source,ntl_raw
Sharjah,ARE,2002,30.324132234367585,DMSP_calibrated,43.2893509831916
Sharjah,ARE,2003,30.776380966983737,DMSP_calibrated,43.58915694393514
Sharjah,ARE,2004,28.97996473273662,DMSP_calibrated,42.39827180449385
Sharjah,ARE,2005,29.96200746213711,DMSP_calibrated,43.04929024356376
Sharjah,ARE,2006,32.584502085965255,DMSP_calibrated,44.787801517422565
Sharjah,ARE,2007,34.03136042867858,DMSP_calibrated,45.74695678799163
Sharjah,ARE,2008,35.900467359179885,DMSP_calibrated,46.98603024164118
Sharjah,ARE,2009,32.35193396417195,DMSP_calibrated,44.6336268251261
Sharjah,ARE,2010,36.75166124980369,DMSP_calibrated,47.55030601236864
Sharjah,ARE,2011,33.42552549837414,DMSP_calibrated,45.34533504705007
Sharjah,ARE,2012,38.43579190286636,DMSP_calibrated,48.66675448871545
Sharjah,ARE,2013,32.424862004252674,VIIRS,32.424862004252674
Sharjah,ARE,2014,33.12948963961118,VIIRS,33.12948963961118
Sharjah,ARE,2015,33.69704088834004,VIIRS,33.69704088834004
Sharjah,ARE,2016,34.63732539039951,VIIRS,34.63732539039951
Sharjah,ARE,2017,35.44016850487666,VIIRS,35.44016850487666
Sharjah,ARE,2018,37.33891174461651,VIIRS,37.33891174461651
Sharjah,ARE,2019,39.660262134405336,VIIRS,39.660262134405336
Sharjah,ARE,2020,38.32784486078918,VIIRS,38.32784486078918
Sharjah,ARE,2021,41.6133306767813,VIIRS,41.6133306767813
Sharjah,ARE,2022,45.449500702784206,VIIRS,45.449500702784206
Sharjah,ARE,2023,49.39622977204843,VIIRS,49.39622977204843
Sohar,OMN,2000,0.0,DMSP_calibrated,12.982218375063525
Sohar,OMN,2001,0.0,DMSP_calibrated,13.018748797762916
Sohar,OMN,2002,0.0,DMSP_calibrated,13.13145045060565
Sohar,OMN,2003,0.0,DMSP_calibrated,11.685186142189846
Sohar,OMN,2004,0.0,DMSP_calibrated,11.730067985610487
Sohar,OMN,2005,0.0,DMSP_calibrated,11.981509234616391
Sohar,OMN,2006,0.0,DMSP_calibrated,13.79533905239314
Sohar,OMN,2007,0.0,DMSP_calibrated,15.03426196279741
Sohar,OMN,2008,0.0,DMSP_calibrated,15.828879314057351
Sohar,OMN,2009,0.0,DMSP_calibrated,17.48307896149684
Sohar,OMN,2010,0.0,DMSP_calibrated,20.7760092331809
Sohar,OMN,2011,0.0,DMSP_calibrated,20.66340734807313
Sohar,OMN,2012,0.0,DMSP_calibrated,21.474324522191512
Sohar,OMN,2013,5.494769504105473,VIIRS,5.494769504105473
Sohar,OMN,2014,5.413011441531212,VIIRS,5.413011441531212
Sohar,OMN,2015,5.860705574773582,VIIRS,5.860705574773582
Sohar,OMN,2016,6.116384621559307,VIIRS,6.116384621559307
Sohar,OMN,2017,6.518130288179393,VIIRS,6.518130288179393
Sohar,OMN,2018,7.041103277712763,VIIRS,7.041103277712763
Sohar,OMN,2019,7.423112889886648,VIIRS,7.423112889886648
Sohar,OMN,2020,7.99303423727367,VIIRS,7.99303423727367
Sohar,OMN,2021,12.979237329810184,VIIRS,12.979237329810184
Sohar,OMN,2022,7.92461989464276,VIIRS,7.92461989464276
Sohar,OMN,2023,8.05518358839465,VIIRS,8.05518358839465
Taif,SAU,2000,6.99065368002627,DMSP_calibrated,27.82105787155497
Taif,SAU,2001,7.663864382610093,DMSP_calibrated,28.26734454283742
Taif,SAU,2002,8.715983566888987,DMSP_calibrated,28.964818256107403
Taif,SAU,2003,6.484911673766412,DMSP_calibrated,27.485790004251097
Taif,SAU,2004,5.9007241105231,DMSP_calibrated,27.09851879480089
Taif,SAU,2005,3.4143327152186345,DMSP_calibrated,25.450233443636865
Taif,SAU,2006,5.423098725854274,DMSP_calibrated,26.78189007480916
Taif,SAU,2007,4.187062735143769,DMSP_calibrated,25.96249373164004
Taif,SAU,2008,5.198303642137354,DMSP_calibrated,26.632868306070723
Taif,SAU,2009,7.505150254082665,DMSP_calibrated,28.162129340770456
Taif,SAU,2010,17.59334069741235,DMSP_calibrated,34.84982000720998
Taif,SAU,2011,15.095469626579948,DMSP_calibrated,33.19392451829992
Taif,SAU,2012,16.17883423933523,DMSP_calibrated,33.91211153605838
Taif,SAU,2013,14.9093138142257,VIIRS,14.9093138142257
Taif,SAU,2014,15.738189887578942,VIIRS,15.738189887578942
Taif,SAU,2015,17.438547817129784,VIIRS,17.438547817129784
Taif,SAU,2016,18.08146669631224,VIIRS,18.08146669631224
Taif,SAU,2017,18.54349023466596,VIIRS,18.54349023466596
Taif,SAU,2018,17.982488069003566,VIIRS,17.982488069003566
Taif,SAU,2019,18.25368520624264,VIIRS,18.25368520624264
Taif,SAU,2020,17.820028401634495,VIIRS,17.820028401634495
Taif,SAU,2021,14.679352701294976,VIIRS,14.679352701294976
Taif,SAU,2022,14.145117603667495,VIIRS,14.145117603667495
Taif,SAU,2023,15.305430911488292,VIIRS,15.305430911488292
